cleavage_id,species,cleavage_position,mean_usage,raw_usage_sd,raw_usage_mad,raw_usage_iqr,raw_usage_range,empirical_logit_sd,observed_logit_variance,mean_expected_sampling_variance,latent_logit_variance,latent_logit_sd,tissue_logit_sd,embryo_logit_abs_diff,dominant_state,dominant_state_fraction,fraction_SAME_MULTILOOP_INTERVAL,fraction_DIFFERENT_INTERVALS_SAME_MULTILOOP,fraction_MULTILOOP_TO_ARM,fraction_SAME_MULTILOOP_ARM,fraction_DIFFERENT_MULTILOOP_ARMS,usage_HEAD,logit_HEAD,usage_OVARY,logit_OVARY,usage_TESTIS,logit_TESTIS,usage_EARLY_EMBRYO_0_12H,logit_EARLY_EMBRYO_0_12H,usage_LATE_EMBRYO_12_24H,logit_LATE_EMBRYO_12_24H
Ras85D_EBC_MEL_CLV_0001,D.melanogaster,4.0,0.018415776816123643,0.03428381113662507,0.003951008413972014,0.005765519712740946,0.07954545454545454,1.7035110199089887,2.901949794951363,0.591195042766182,2.310754752185181,1.520116690318602,1.508772016498142,0.35162045527860286,DIFFERENT_MULTILOOP_ARMS,1.0,0.0,0.0,0.0,0.0,1.0,0.004889975550122249,-5.093750200806762,0.006704486848891181,-4.9607704786218285,0.07954545454545454,-2.4165293523432636,0.0009389671361502347,-6.746882053394052,0.0,-6.395261598115449
Ras85D_EBC_YAK_CLV_0008,D.yakuba,947.0,0.41016125856038305,0.2098329360392401,0.17317812093931495,0.2989597467209407,0.5051919340791854,0.929372215990988,0.8637327158559995,0.029372217590361953,0.8343604982656376,0.913433357320411,0.8419059610329616,1.194392930450927,MULTILOOP_TO_ARM,0.5,0.0,0.0,0.5,0.5,0.0,0.5303030303030303,0.12074951662147994,0.18972332015810275,-1.4502154879666194,0.23134328358208955,-1.1895840668738362,0.6949152542372882,0.8079226951523736,0.4045214045214045,-0.38647023529855357
Ras85D_EBC_YAK_CLV_0007,D.yakuba,757.0,0.024796214672918114,0.022504724329153517,0.015151515151515152,0.03287533722316331,0.05223880597014925,0.8431471265929407,0.7108970770819323,0.5050653925535428,0.2058316845283895,0.453686769179342,0.8139715674656832,1.7229553541515172,DIFFERENT_MULTILOOP_ARMS,0.4722222222222222,0.0,0.027777777777777776,0.3333333333333333,0.16666666666666666,0.4722222222222222,0.015151515151515152,-4.022797410930052,0.011857707509881422,-4.390458726392473,0.05223880597014925,-2.833213344056216,0.0,-4.77912349311153,0.044733044733044736,-3.0561681389600124
Ras85D_EBC_YAK_CLV_0006,D.yakuba,576.0,0.04091205825760759,0.017898198399838503,0.00887968714055671,0.020544427324088343,0.04375668554773032,0.5124467031690024,0.2626016235887797,0.1790510565855738,0.0835505670032059,0.2890511494583716,0.5160566204789204,0.010165271776851004,DIFFERENT_MULTILOOP_ARMS,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.6666666666666666,0.030303030303030304,-3.3882939768262474,0.04980237154150197,-2.9411180960812704,0.014925373134328358,-3.970291913552122,0.05084745762711865,-2.7814776696570274,0.05868205868205868,-2.7713123978801764
Ras85D_EBC_YAK_CLV_0005,D.yakuba,513.0,0.002494510320597277,0.004374405829894855,0.0,0.0023715415019762848,0.010101010101010102,1.5466924227089929,2.3922574504654137,1.3432635950402916,1.0489938554251221,1.0242040106468644,0.8084460780175462,3.553906446631381,DIFFERENT_MULTILOOP_ARMS,0.8500000000000001,0.0,0.05,0.0,0.1,0.8500000000000001,0.010101010101010102,-4.364371699435161,0.0023715415019762848,-5.888086192654147,0.0,-5.594711379601839,0.0,-4.77912349311153,0.0,-8.33302993974291
Ras85D_EBC_YAK_CLV_0004,D.yakuba,367.0,0.3813237501027732,0.1747087581678814,0.13513959782616497,0.15943012211668928,0.4632679037984859,0.8007620563079656,0.6412198708225615,0.036670931762976595,0.6045489390595848,0.777527452286789,0.6154730227400287,1.0187219155214882,DIFFERENT_MULTILOOP_ARMS,0.36921296296296297,0.027777777777777776,0.11226851851851852,0.3657407407407407,0.12499999999999999,0.36921296296296297,0.3181818181818182,-0.7579317344211096,0.6158102766798419,0.4714157868717714,0.47761194029850745,-0.08894748601649617,0.15254237288135594,-1.670681537674819,0.3424723424723425,-0.6519596221533307
Ras85D_EBC_YAK_CLV_0002,D.yakuba,225.0,0.01378190295776279,0.025748947505467384,0.002576489533011272,0.004259991216512956,0.05970149253731343,1.478163816467543,2.184968268313892,0.723072442623816,1.461895825690076,1.2090888411072513,2.0205533537010485,0.8424843733556555,DIFFERENT_MULTILOOP_ARMS,0.6,0.0,0.0,0.1,0.30000000000000004,0.6,0.005050505050505051,-4.880273476233012,0.0007905138339920949,-6.736966958001855,0.05970149253731343,-2.700176144671304,0.0,-4.77912349311153,0.003367003367003367,-5.621607866467185
Ras85D_EBC_YAK_CLV_0001,D.yakuba,5.0,0.017428011457862207,0.036212995841120185,0.0,0.005050505050505051,0.08208955223880597,2.4526612739609748,6.015547324787872,1.3569722909110964,4.658575033876776,2.1583732378522433,2.7343214524474515,3.553906446631381,MULTILOOP_TO_ARM,0.5,0.0,0.0,0.5,0.0,0.5,0.005050505050505051,-4.880273476233012,0.0,-7.836369760545124,0.08208955223880597,-2.3738941206988273,0.0,-4.77912349311153,0.0,-8.33302993974291
Ras85D_EBC_VIR_CLV_0001,D.virilis,103.0,0.013793103448275862,0.030842316931031583,0.0,0.0,0.06896551724137931,2.0961127059593077,4.393688476084051,1.6188428291485644,2.774845646935487,1.66578679516182,2.3125160943662624,0.22704871666763626,DIFFERENT_MULTILOOP_ARMS,0.6,0.0,0.0,0.0,0.4,0.6,0.0,-6.240275845170769,0.0,-6.834108738813838,0.06896551724137931,-2.5649493574615367,0.0,-7.716460800176355,0.0,-7.489412083508719
Ras85D_EBC_VIR_CLV_0002,D.virilis,266.0,0.17854759152798522,0.24107712668030565,0.015231753355704702,0.029911180773249738,0.5506016522988506,1.3612673329624463,1.8530487517906915,0.030066570886299614,1.8229821809043918,1.3501785737095637,1.7251896615173359,0.21157336544584027,DIFFERENT_MULTILOOP_ARMS,0.6666666666666667,0.0,0.0,0.05952380952380952,0.27380952380952384,0.6666666666666667,0.05859375,-2.7460294491674264,0.09051724137931035,-2.2966853708668573,0.6091954022988506,0.44131123988130017,0.06060606060606061,-2.7339882546506495,0.0738255033557047,-2.5224148892048093
Ras85D_EBC_VIR_CLV_0003,D.virilis,369.0,0.040031099994699025,0.012547939176610333,0.003933861946032333,0.011460502969991515,0.030379623440285206,0.37393739941870263,0.13982917868402234,0.08232490984456797,0.057504268839454364,0.23980047714601063,0.43350694289062364,0.03634166224909441,DIFFERENT_MULTILOOP_ARMS,0.6547619047619047,0.003968253968253967,0.0,0.24999999999999997,0.09126984126984126,0.6547619047619047,0.01953125,-3.8226948973013686,0.036637931034482756,-3.2414756567854415,0.04597701149425287,-2.9749291459242277,0.049910873440285206,-2.9378968997590102,0.04809843400447427,-2.9742385620081047
Ras85D_EBC_VIR_CLV_0004,D.virilis,438.0,0.10919715779660415,0.03467479397628717,0.02260279256344981,0.030477105614973257,0.08908045977011493,0.329891576450221,0.10882845221281201,0.03276149256459214,0.07606695964821987,0.27580239239031246,0.4507530787973101,0.23609940527772144,DIFFERENT_MULTILOOP_ARMS,0.6611111111111111,0.005555555555555556,0.0,0.2055555555555556,0.12777777777777777,0.6611111111111111,0.08984375,-2.2961816559588386,0.16379310344827586,-1.625002428975212,0.07471264367816093,-2.4818154572183277,0.12032085561497326,-1.9862048564555215,0.09731543624161074,-2.222304261733243
Ras85D_EBC_VIR_CLV_0005,D.virilis,502.0,0.05817836964554814,0.048840472486985434,0.035201149425287355,0.06534787210338681,0.11841394738872174,1.105381502000152,1.221868264964112,0.17681891461237703,1.0450493503517349,1.0222765527741184,0.8489962387025624,0.3271526933660929,DIFFERENT_MULTILOOP_ARMS,0.75,0.0,0.0,0.03571428571428571,0.21428571428571427,0.75,0.02734375,-3.5045558946493087,0.040948275862068964,-3.128782781341163,0.005747126436781609,-4.750712491278749,0.09269162210338681,-2.276899164261995,0.12416107382550336,-1.949746470895902
Ras85D_EBC_VIR_CLV_0006,D.virilis,702.0,0.032664576673593,0.022461503722688063,0.012754318028151697,0.02379957664884135,0.058165548098434,1.2404229759062768,1.538649159156184,0.45325314233305275,1.0853960168231311,1.0418234096156274,1.3839732652202195,0.21970438199156073,SAME_MULTILOOP_ARM,0.5,0.0,0.0,0.0,0.5,0.5,0.0234375,-3.6516567436233283,0.034482758620689655,-3.3025483005923157,0.0,-5.855071922202427,0.04723707664884135,-2.9952648746204993,0.058165548098434,-2.7755604926289386
Ras85D_EBC_VIR_CLV_0007,D.virilis,765.0,0.012631518913765672,0.009441905788450613,0.010057471264367818,0.013721746509295689,0.022281639928698752,1.0294647163136452,1.059797602134734,0.5363441988178773,0.5234534033168566,0.7235007970395448,1.313719961311633,1.0113938080223601,DIFFERENT_MULTILOOP_ARMS,0.85,0.0,0.0,0.0,0.15,0.85,0.0,-6.240275845170769,0.021551724137931036,-3.767822656454056,0.011494252873563218,-4.23410650459726,0.022281639928698752,-3.762111692784946,0.007829977628635347,-4.773505500807306
Ras85D_EBC_VIR_CLV_0008,D.virilis,1066.0,0.0024826109358556912,0.0036020788792620077,0.0011185682326621924,0.00267379679144385,0.008620689655172414,0.692069050682478,0.4789595709125464,1.037683294372942,0.0,0.0,0.8418416296844123,0.6218067589478773,SAME_MULTILOOP_ARM,0.7380952380952381,0.0,0.0,0.0,0.7380952380952381,0.2619047619047619,0.0,-6.240275845170769,0.008620689655172414,-4.628235458919088,0.0,-5.855071922202427,0.00267379679144385,-5.767874467543441,0.0011185682326621924,-6.3896812264913185
Ras85D_EBC_VIR_CLV_0009,D.virilis,1130.0,0.5524739710636732,0.2206984411374195,0.01396281724909354,0.014792616253334723,0.5973419540229885,1.009613476553154,1.019319372037746,0.015559783720704882,1.0037595883170412,1.0018780306589425,1.4053742927764314,0.06150887762363433,SAME_MULTILOOP_ARM,0.7,0.0,0.0,0.16666666666666666,0.7,0.13333333333333333,0.78125,1.2665736085942285,0.603448275862069,0.4189242614821691,0.1839080459770115,-1.4781019103730135,0.6042780748663101,0.42293442432096456,0.5894854586129754,0.36142554669733024
