IEL_ID,region_id,species,alignment37_start,alignment37_end,alignment37_length,IEL_alignment3_start,IEL_alignment3_end,IEL_alignment3_length,IEL_alignment3_label,IEL_projection_class,IEL_support_type,IEL_projection_resolved,n_deletion_events,n_insertion_events,n_all_pairs,n_informative_topological_pairs,n_independent_recurrent_pairs,n_probable_ancestral_remodeling_pairs,n_ambiguous_ancestral_pairs,independent_fraction,remodeling_fraction,IEL_local_composition,IEL_topological_hotspot_class,ecm_n_overlap,ecm_overlap_ids,ecm_overlap_subtypes,ecm_overlap_relations,ecm_overlap_total_length,ecm_nearest_id,ecm_nearest_subtype,ecm_nearest_distance,ecm_nearest_relation,ecm_left_id,ecm_left_subtype,ecm_left_distance,ecm_right_id,ecm_right_subtype,ecm_right_distance,mast_nearest_distance,mast_n_within_25,ugua_n_overlap,ugua_overlap_ids,ugua_overlap_subtypes,ugua_overlap_relations,ugua_overlap_total_length,ugua_nearest_id,ugua_nearest_subtype,ugua_nearest_distance,ugua_nearest_relation,ugua_left_id,ugua_left_subtype,ugua_left_distance,ugua_right_id,ugua_right_subtype,ugua_right_distance,pas_n_overlap,pas_overlap_ids,pas_overlap_subtypes,pas_overlap_relations,pas_overlap_total_length,pas_nearest_id,pas_nearest_subtype,pas_nearest_distance,pas_nearest_relation,pas_left_id,pas_left_subtype,pas_left_distance,pas_right_id,pas_right_subtype,pas_right_distance,cleavage_n_overlap,cleavage_overlap_ids,cleavage_overlap_subtypes,cleavage_nearest_id,cleavage_nearest_subtype,cleavage_nearest_distance,cleavage_nearest_side,cleavage_nearest_boundary,dse_n_overlap,dse_overlap_ids,dse_overlap_subtypes,dse_overlap_relations,dse_overlap_total_length,dse_nearest_id,dse_nearest_subtype,dse_nearest_distance,dse_nearest_relation,dse_left_id,dse_left_subtype,dse_left_distance,dse_right_id,dse_right_subtype,dse_right_distance,structure_mfe_n_overlap,structure_mfe_overlap_types,structure_mfe_overlap_ids,structure_mfe_primary_type,structure_mfe_primary_relation,structure_mfe_nearest_type,structure_mfe_nearest_id,structure_mfe_nearest_distance,structure_mfe_boundary_distance,structure_mfe_near_boundary,structure_centroid_n_overlap,structure_centroid_overlap_types,structure_centroid_overlap_ids,structure_centroid_primary_type,structure_centroid_primary_relation,structure_centroid_nearest_type,structure_centroid_nearest_id,structure_centroid_nearest_distance,structure_centroid_boundary_distance,structure_centroid_near_boundary,ECM_context,APA_feature_profile,APA_context_class,structure_consensus_type,structure_model_agreement,architectural_formula,architectural_domain_class
IEL_004,3,D.yakuba,121,126,6,80,81,2,80|81,between_columns,between_columns,True,13,2,,,31,,,1.0,,mixed_deletion_insertion,complex_mosaic_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0002,ECM_07,6,downstream,Ras85D_EBC_YAK_ECM_0002,ECM_07,6,Ras85D_EBC_YAK_ECM_0003,ECM_10,114,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0001,UGUA,18,downstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,18,Ras85D_EBC_YAK_UGUA_0002,UGUA,159,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,142,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,142,0,,,Ras85D_EBC_YAK_CLV_0001,weak,74,downstream,6|6,0,,,,0,Ras85D_EBC_YAK_DSE_0001,down-st,46,downstream,Ras85D_EBC_YAK_DSE_0001,down-st,46,Ras85D_EBC_YAK_DSE_0002,down-st,119,1,stem,Ras85D_CTX_YAK_MFE_STEM_0011,stem,inside,stem,Ras85D_CTX_YAK_MFE_STEM_0011,0,2,True,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0003,stem,inside,stem,Ras85D_CTX_YAK_CENTROID_STEM_0003,0,2,True,ECM_interface,UGUA,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_004,3,D.virilis,121,126,6,79,79,1,79-79,direct,label_interval,True,13,2,,,31,,,1.0,,mixed_deletion_insertion,complex_mosaic_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0002,ECM_07,5,downstream,Ras85D_EBC_VIR_ECM_0002,ECM_07,5,Ras85D_EBC_VIR_ECM_0003,ECM_11,81,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0001,UGUA,17,downstream,Ras85D_EBC_VIR_UGUA_0001,UGUA,17,Ras85D_EBC_VIR_UGUA_0002,UGUA,22,0,,,,0,Ras85D_EBC_VIR_PAS_0001,2.5,11,upstream,,,,Ras85D_EBC_VIR_PAS_0001,2.5,11,0,,,Ras85D_EBC_VIR_CLV_0001,weak,34,upstream,113|113,0,,,,0,Ras85D_EBC_VIR_DSE_0002,down-st,35,upstream,Ras85D_EBC_VIR_DSE_0001,down-st,47,Ras85D_EBC_VIR_DSE_0002,down-st,35,1,stem,Ras85D_CTX_VIR_MFE_STEM_0007,stem,inside_at_right_boundary,stem,Ras85D_CTX_VIR_MFE_STEM_0007,0,0,True,1,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0003,internal_loop,inside_at_left_boundary,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0003,0,0,True,ECM_interface,UGUA+PAS,partial_APA_neighborhood,MFE:stem|centroid:internal_loop,MFE_centroid_disagreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_005,4,D.melanogaster,223,225,3,94,117,24,94|117,between_columns,between_columns,True,10,1,,,18,,,1.0,,mixed_deletion_insertion,mixed_recurrent_and_nested,0,,,,0,Ras85D_EBC_MEL_ECM_0002,ECM_07,20,downstream,Ras85D_EBC_MEL_ECM_0002,ECM_07,20,Ras85D_EBC_MEL_ECM_0003,ECM_10,78,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0001,UGUA,32,downstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,32,Ras85D_EBC_MEL_UGUA_0002,UGUA,123,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,102,upstream,,,,Ras85D_EBC_MEL_PAS_0001,1.5,102,0,,,Ras85D_EBC_MEL_CLV_0002,weak,54,downstream,40|40,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,60,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,60,Ras85D_EBC_MEL_DSE_0002,down-st,447,2,internal_loop;stem,Ras85D_CTX_MEL_MFE_INTERNAL_LOOP_0007;Ras85D_CTX_MEL_MFE_STEM_0011,stem,crosses_right_boundary,stem,Ras85D_CTX_MEL_MFE_STEM_0011,0,0,True,2,internal_loop;stem,Ras85D_CTX_MEL_CENTROID_INTERNAL_LOOP_0004;Ras85D_CTX_MEL_CENTROID_STEM_0008,stem,crosses_right_boundary,stem,Ras85D_CTX_MEL_CENTROID_STEM_0008,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_005,4,D.yakuba,223,225,3,94,117,24,94|117,between_columns,between_columns,True,10,1,,,18,,,1.0,,mixed_deletion_insertion,mixed_recurrent_and_nested,0,,,,0,Ras85D_EBC_YAK_ECM_0002,ECM_07,20,downstream,Ras85D_EBC_YAK_ECM_0002,ECM_07,20,Ras85D_EBC_YAK_ECM_0003,ECM_10,78,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0001,UGUA,32,downstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,32,Ras85D_EBC_YAK_UGUA_0002,UGUA,123,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,106,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,106,0,,,Ras85D_EBC_YAK_CLV_0001,weak,88,downstream,6|6,0,,,,0,Ras85D_EBC_YAK_DSE_0001,down-st,60,downstream,Ras85D_EBC_YAK_DSE_0001,down-st,60,Ras85D_EBC_YAK_DSE_0002,down-st,83,1,hairpin_loop,Ras85D_CTX_YAK_MFE_HAIRPIN_LOOP_0002,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_YAK_MFE_HAIRPIN_LOOP_0002,0,1,True,1,hairpin_loop,Ras85D_CTX_YAK_CENTROID_HAIRPIN_LOOP_0002,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_YAK_CENTROID_HAIRPIN_LOOP_0002,0,1,True,between_ECM,none,APA_distant,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_005,4,D.virilis,223,225,3,117,117,1,117-117,direct,label_interval,True,10,1,,,18,,,1.0,,mixed_deletion_insertion,mixed_recurrent_and_nested,0,,,,0,Ras85D_EBC_VIR_ECM_0002,ECM_07,43,downstream,Ras85D_EBC_VIR_ECM_0002,ECM_07,43,Ras85D_EBC_VIR_ECM_0003,ECM_11,43,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0002,UGUA,13,downstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,13,Ras85D_EBC_VIR_UGUA_0003,UGUA,123,0,,,,0,Ras85D_EBC_VIR_PAS_0001,2.5,22,downstream,Ras85D_EBC_VIR_PAS_0001,2.5,22,Ras85D_EBC_VIR_PAS_0002,1.5,39,0,,,Ras85D_EBC_VIR_CLV_0001,weak,4,downstream,113|113,1,Ras85D_EBC_VIR_DSE_0002,down-st,inside,1,Ras85D_EBC_VIR_DSE_0002,down-st,0,inside,Ras85D_EBC_VIR_DSE_0001,down-st,85,Ras85D_EBC_VIR_DSE_0003,down-st,83,1,stem,Ras85D_CTX_VIR_MFE_STEM_0011,stem,inside,stem,Ras85D_CTX_VIR_MFE_STEM_0011,0,2,True,1,stem,Ras85D_CTX_VIR_CENTROID_STEM_0007,stem,inside,stem,Ras85D_CTX_VIR_CENTROID_STEM_0007,0,2,True,between_ECM,UGUA+PAS+CLEAVAGE+DSE,complete_APA_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_006,5,D.melanogaster,236,239,4,126,136,11,126|136,between_columns,between_columns,True,10,1,,,41,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0002,ECM_07,52,downstream,Ras85D_EBC_MEL_ECM_0002,ECM_07,52,Ras85D_EBC_MEL_ECM_0003,ECM_10,59,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0001,UGUA,64,downstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,64,Ras85D_EBC_MEL_UGUA_0002,UGUA,104,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,83,upstream,,,,Ras85D_EBC_MEL_PAS_0001,1.5,83,0,,,Ras85D_EBC_MEL_CLV_0002,weak,86,downstream,40|40,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,92,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,92,Ras85D_EBC_MEL_DSE_0002,down-st,428,1,stem,Ras85D_CTX_MEL_MFE_STEM_0014,stem,inside_at_left_boundary,stem,Ras85D_CTX_MEL_MFE_STEM_0014,0,0,True,1,stem,Ras85D_CTX_MEL_CENTROID_STEM_0011,stem,inside_at_left_boundary,stem,Ras85D_CTX_MEL_CENTROID_STEM_0011,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_006,5,D.yakuba,236,239,4,126,136,11,126|136,between_columns,between_columns,True,10,1,,,41,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0002,ECM_07,52,downstream,Ras85D_EBC_YAK_ECM_0002,ECM_07,52,Ras85D_EBC_YAK_ECM_0003,ECM_10,59,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0001,UGUA,64,downstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,64,Ras85D_EBC_YAK_UGUA_0002,UGUA,104,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,87,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,87,0,,,Ras85D_EBC_YAK_CLV_0001,weak,120,downstream,6|6,0,,,,0,Ras85D_EBC_YAK_DSE_0002,down-st,64,upstream,Ras85D_EBC_YAK_DSE_0001,down-st,92,Ras85D_EBC_YAK_DSE_0002,down-st,64,1,stem,Ras85D_CTX_YAK_MFE_STEM_0013,stem,inside_at_left_boundary,stem,Ras85D_CTX_YAK_MFE_STEM_0013,0,0,True,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0006,stem,inside_at_left_boundary,stem,Ras85D_CTX_YAK_CENTROID_STEM_0006,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_006,5,D.virilis,236,239,4,128,130,3,128-130,partially_gapped,label_interval,True,10,1,,,41,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0003,ECM_11,30,upstream,Ras85D_EBC_VIR_ECM_0002,ECM_07,54,Ras85D_EBC_VIR_ECM_0003,ECM_11,30,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0002,UGUA,24,downstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,24,Ras85D_EBC_VIR_UGUA_0003,UGUA,110,0,,,,0,Ras85D_EBC_VIR_PAS_0002,1.5,26,upstream,Ras85D_EBC_VIR_PAS_0001,2.5,33,Ras85D_EBC_VIR_PAS_0002,1.5,26,0,,,Ras85D_EBC_VIR_CLV_0001,weak,15,downstream,113|113,0,,,,0,Ras85D_EBC_VIR_DSE_0002,down-st,9,downstream,Ras85D_EBC_VIR_DSE_0002,down-st,9,Ras85D_EBC_VIR_DSE_0003,down-st,70,2,multiloop;stem,Ras85D_CTX_VIR_MFE_MULTILOOP_0001;Ras85D_CTX_VIR_MFE_STEM_0012,stem,crosses_left_boundary,multiloop,Ras85D_CTX_VIR_MFE_MULTILOOP_0001,0,0,True,2,multiloop;stem,Ras85D_CTX_VIR_CENTROID_MULTILOOP_0003;Ras85D_CTX_VIR_CENTROID_STEM_0008,stem,crosses_left_boundary,multiloop,Ras85D_CTX_VIR_CENTROID_MULTILOOP_0003,0,0,True,between_ECM,UGUA+CLEAVAGE+DSE,cleavage_DSE_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_007,6,D.melanogaster,242,243,2,126,136,11,126|136,between_columns,between_columns,True,8,2,,,16,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0002,ECM_07,52,downstream,Ras85D_EBC_MEL_ECM_0002,ECM_07,52,Ras85D_EBC_MEL_ECM_0003,ECM_10,59,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0001,UGUA,64,downstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,64,Ras85D_EBC_MEL_UGUA_0002,UGUA,104,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,83,upstream,,,,Ras85D_EBC_MEL_PAS_0001,1.5,83,0,,,Ras85D_EBC_MEL_CLV_0002,weak,86,downstream,40|40,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,92,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,92,Ras85D_EBC_MEL_DSE_0002,down-st,428,1,stem,Ras85D_CTX_MEL_MFE_STEM_0014,stem,inside_at_left_boundary,stem,Ras85D_CTX_MEL_MFE_STEM_0014,0,0,True,1,stem,Ras85D_CTX_MEL_CENTROID_STEM_0011,stem,inside_at_left_boundary,stem,Ras85D_CTX_MEL_CENTROID_STEM_0011,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_007,6,D.yakuba,242,243,2,126,136,11,126|136,between_columns,between_columns,True,8,2,,,16,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0002,ECM_07,52,downstream,Ras85D_EBC_YAK_ECM_0002,ECM_07,52,Ras85D_EBC_YAK_ECM_0003,ECM_10,59,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0001,UGUA,64,downstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,64,Ras85D_EBC_YAK_UGUA_0002,UGUA,104,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,87,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,87,0,,,Ras85D_EBC_YAK_CLV_0001,weak,120,downstream,6|6,0,,,,0,Ras85D_EBC_YAK_DSE_0002,down-st,64,upstream,Ras85D_EBC_YAK_DSE_0001,down-st,92,Ras85D_EBC_YAK_DSE_0002,down-st,64,1,stem,Ras85D_CTX_YAK_MFE_STEM_0013,stem,inside_at_left_boundary,stem,Ras85D_CTX_YAK_MFE_STEM_0013,0,0,True,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0006,stem,inside_at_left_boundary,stem,Ras85D_CTX_YAK_CENTROID_STEM_0006,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_007,6,D.virilis,242,243,2,133,133,1,133-133,direct,label_interval,True,8,2,,,16,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0003,ECM_11,27,upstream,Ras85D_EBC_VIR_ECM_0002,ECM_07,59,Ras85D_EBC_VIR_ECM_0003,ECM_11,27,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0002,UGUA,29,downstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,29,Ras85D_EBC_VIR_UGUA_0003,UGUA,107,0,,,,0,Ras85D_EBC_VIR_PAS_0002,1.5,23,upstream,Ras85D_EBC_VIR_PAS_0001,2.5,38,Ras85D_EBC_VIR_PAS_0002,1.5,23,0,,,Ras85D_EBC_VIR_CLV_0001,weak,20,downstream,113|113,0,,,,0,Ras85D_EBC_VIR_DSE_0002,down-st,14,downstream,Ras85D_EBC_VIR_DSE_0002,down-st,14,Ras85D_EBC_VIR_DSE_0003,down-st,67,1,hairpin_loop,Ras85D_CTX_VIR_MFE_HAIRPIN_LOOP_0002,hairpin_loop,inside_at_left_boundary,hairpin_loop,Ras85D_CTX_VIR_MFE_HAIRPIN_LOOP_0002,0,0,True,1,hairpin_loop,Ras85D_CTX_VIR_CENTROID_HAIRPIN_LOOP_0002,hairpin_loop,inside_at_left_boundary,hairpin_loop,Ras85D_CTX_VIR_CENTROID_HAIRPIN_LOOP_0002,0,0,True,between_ECM,PAS+CLEAVAGE+DSE,core_APA_neighborhood,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_008,7,D.melanogaster,285,288,4,164,165,2,164|165,between_columns,between_columns,True,9,2,,,25,,,1.0,,mixed_deletion_insertion,complex_mosaic_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0003,ECM_10,30,upstream,Ras85D_EBC_MEL_ECM_0002,ECM_07,90,Ras85D_EBC_MEL_ECM_0003,ECM_10,30,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0002,UGUA,75,upstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,102,Ras85D_EBC_MEL_UGUA_0002,UGUA,75,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,54,upstream,,,,Ras85D_EBC_MEL_PAS_0001,1.5,54,0,,,Ras85D_EBC_MEL_CLV_0003,weak,82,upstream,247|247,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,130,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,130,Ras85D_EBC_MEL_DSE_0002,down-st,399,2,multiloop;stem,Ras85D_CTX_MEL_MFE_MULTILOOP_0004;Ras85D_CTX_MEL_MFE_STEM_0017,multiloop,crosses_right_boundary,multiloop,Ras85D_CTX_MEL_MFE_MULTILOOP_0004,0,0,True,1,multiloop,Ras85D_CTX_MEL_CENTROID_MULTILOOP_0005,multiloop,inside,multiloop,Ras85D_CTX_MEL_CENTROID_MULTILOOP_0005,0,3,False,between_ECM,none,APA_distant,multiloop,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_008,7,D.yakuba,285,288,4,164,165,2,164|165,between_columns,between_columns,True,9,2,,,25,,,1.0,,mixed_deletion_insertion,complex_mosaic_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0003,ECM_10,30,upstream,Ras85D_EBC_YAK_ECM_0002,ECM_07,90,Ras85D_EBC_YAK_ECM_0003,ECM_10,30,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0002,UGUA,75,upstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,102,Ras85D_EBC_YAK_UGUA_0002,UGUA,75,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,58,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,58,0,,,Ras85D_EBC_YAK_CLV_0002,weak,113,upstream,278|278,0,,,,0,Ras85D_EBC_YAK_DSE_0002,down-st,35,upstream,Ras85D_EBC_YAK_DSE_0001,down-st,130,Ras85D_EBC_YAK_DSE_0002,down-st,35,2,multiloop;stem,Ras85D_CTX_YAK_MFE_MULTILOOP_0003;Ras85D_CTX_YAK_MFE_STEM_0016,multiloop,crosses_right_boundary,multiloop,Ras85D_CTX_YAK_MFE_MULTILOOP_0003,0,0,True,1,multiloop,Ras85D_CTX_YAK_CENTROID_MULTILOOP_0003,multiloop,inside,multiloop,Ras85D_CTX_YAK_CENTROID_MULTILOOP_0003,0,3,False,between_ECM,none,APA_distant,multiloop,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_008,7,D.virilis,285,288,4,164,165,2,164|165,between_columns,between_columns,True,9,2,,,25,,,1.0,,mixed_deletion_insertion,complex_mosaic_hotspot,1,Ras85D_EBC_VIR_ECM_0003,ECM_11,inside,2,Ras85D_EBC_VIR_ECM_0003,ECM_11,0,inside,Ras85D_EBC_VIR_ECM_0002,ECM_07,90,Ras85D_EBC_VIR_ECM_0004,ECM_10,31,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0002,UGUA,60,downstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,60,Ras85D_EBC_VIR_UGUA_0003,UGUA,75,0,,,,0,Ras85D_EBC_VIR_PAS_0002,1.5,3,downstream,Ras85D_EBC_VIR_PAS_0002,1.5,3,Ras85D_EBC_VIR_PAS_0003,1.5,62,0,,,Ras85D_EBC_VIR_CLV_0001,weak,51,downstream,113|113,0,,,,0,Ras85D_EBC_VIR_DSE_0003,down-st,35,upstream,Ras85D_EBC_VIR_DSE_0002,down-st,45,Ras85D_EBC_VIR_DSE_0003,down-st,35,2,internal_loop;stem,Ras85D_CTX_VIR_MFE_INTERNAL_LOOP_0009;Ras85D_CTX_VIR_MFE_STEM_0014,stem,crosses_right_boundary,stem,Ras85D_CTX_VIR_MFE_STEM_0014,0,0,True,1,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0005,internal_loop,coincident,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0005,0,0,True,inside_ECM,PAS,partial_APA_neighborhood,MFE:stem|centroid:internal_loop,MFE_centroid_disagreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_009,8,D.melanogaster,329,330,2,169,170,2,169|170,between_columns,between_columns,True,9,1,,,16,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0003,ECM_10,25,upstream,Ras85D_EBC_MEL_ECM_0002,ECM_07,95,Ras85D_EBC_MEL_ECM_0003,ECM_10,25,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0002,UGUA,70,upstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,107,Ras85D_EBC_MEL_UGUA_0002,UGUA,70,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,49,upstream,,,,Ras85D_EBC_MEL_PAS_0001,1.5,49,0,,,Ras85D_EBC_MEL_CLV_0003,weak,77,upstream,247|247,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,135,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,135,Ras85D_EBC_MEL_DSE_0002,down-st,394,1,stem,Ras85D_CTX_MEL_MFE_STEM_0017,stem,inside,stem,Ras85D_CTX_MEL_MFE_STEM_0017,0,4,False,1,stem,Ras85D_CTX_MEL_CENTROID_STEM_0014,stem,inside_at_left_boundary,stem,Ras85D_CTX_MEL_CENTROID_STEM_0014,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_009,8,D.yakuba,329,330,2,169,170,2,169|170,between_columns,between_columns,True,9,1,,,16,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0003,ECM_10,25,upstream,Ras85D_EBC_YAK_ECM_0002,ECM_07,95,Ras85D_EBC_YAK_ECM_0003,ECM_10,25,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0002,UGUA,70,upstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,107,Ras85D_EBC_YAK_UGUA_0002,UGUA,70,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,53,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,53,0,,,Ras85D_EBC_YAK_CLV_0002,weak,108,upstream,278|278,0,,,,0,Ras85D_EBC_YAK_DSE_0002,down-st,30,upstream,Ras85D_EBC_YAK_DSE_0001,down-st,135,Ras85D_EBC_YAK_DSE_0002,down-st,30,1,stem,Ras85D_CTX_YAK_MFE_STEM_0016,stem,inside,stem,Ras85D_CTX_YAK_MFE_STEM_0016,0,4,False,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0009,stem,inside_at_left_boundary,stem,Ras85D_CTX_YAK_CENTROID_STEM_0009,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
